Datetime,c0,h0,l0,o0,v0,abs(c0-o0)/abs(h0-l0),(c0-c1)/atr14,c0-c1,Spread,(h0-c0)/(h0-l0),(h0-o0)/(h0-l0),(l0-c0)/(h0-l0),(l0-o0)/(h0-l0),atr14,ema20,bb20dev2_upper,bb20dev2_lower,close_ratio,price_return,volume_change_ratio,bb20dev2_width,ema20_slope,rsi14,ema100,ema200,body_atr14_ratio,close_above_ema20,rsi14_overbought,rsi14_oversold,price_breaks_upper_bb20dev2,price_breaks_lower_bb20dev2,Profit
2019.12.18 10:25,28300.100000,28308.100000,28294.600000,28307.350000,3455.000000,0.866667,-0.850741,-8.000000,-0.020000,0.592593,0.055556,-0.407407,-0.944444,9.403571,28282.648399,28297.698944,28259.076056,0.999717,-0.000283,0.061444,0.001366,0.000151,71.577993,28285.618663,0.000000,0.770984,1.000000,1.000000,0.000000,1.000000,0.000000,2.910000
2019.12.19 06:30,28271.600000,28274.600000,28270.600000,28273.600000,955.000000,0.850000,-0.933333,-3.000000,-0.020000,0.750000,0.250000,-0.250000,-0.750000,3.214286,28273.252666,28278.142085,28262.357915,0.999894,-0.000106,0.085227,0.000558,0.000029,50.836381,28286.092926,0.000000,0.622222,0.000000,0.000000,0.000000,0.000000,0.000000,-15.290000
2019.12.19 16:45,28314.600000,28324.600000,28303.600000,28307.600000,6130.000000,0.680000,0.704403,8.000000,-0.020000,0.476190,0.809524,-0.523810,-0.190476,11.357143,28301.921837,28317.405660,28274.469340,1.000283,0.000283,-0.172181,0.001517,0.000096,53.995459,28297.877462,0.000000,0.616352,1.000000,0.000000,0.000000,0.000000,0.000000,35.100000
2019.12.20 13:05,28435.600000,28436.600000,28425.100000,28425.600000,2955.000000,0.375000,1.376499,10.250000,-0.020000,0.086957,0.956522,-0.913043,-0.043478,7.446429,28410.997027,28422.369542,28395.205458,1.000361,0.000361,0.072595,0.000956,0.000119,65.004356,28404.210956,0.000000,1.342926,1.000000,0.000000,0.000000,1.000000,0.000000,62.310000
2019.12.23 02:00,28517.850000,28519.850000,28517.100000,28519.850000,830.000000,0.928571,-0.236944,-1.750000,-0.020000,0.727273,0.000000,-0.272727,-1.000000,7.385714,28508.776274,28530.551923,28476.603077,0.999939,-0.000061,-0.281385,0.001892,0.000092,60.533872,28496.028592,0.000000,0.270793,1.000000,0.000000,0.000000,0.000000,0.000000,21.040000
2019.12.26 01:25,28542.210000,28542.710000,28538.460000,28540.910000,1185.000000,0.113924,0.184248,1.300000,-0.020000,0.117647,0.423529,-0.882353,-0.576471,7.055714,28527.043503,28545.303809,28502.870191,1.000046,0.000046,-0.122222,0.001487,0.000105,61.533341,28550.331773,0.000000,0.184248,1.000000,0.000000,0.000000,0.000000,0.000000,7.580000
2019.12.26 15:40,28559.610000,28562.860000,28558.610000,28561.510000,1505.000000,0.713636,-0.320289,-1.900000,-0.020000,0.764706,0.317647,-0.235294,-0.682353,5.932143,28558.383545,28568.842422,28548.022578,0.999933,-0.000067,-0.161560,0.000729,0.000054,52.771784,28559.167026,0.000000,0.320289,1.000000,0.000000,0.000000,0.000000,0.000000,-3.920000
2019.12.26 22:55,28607.260000,28611.610000,28593.360000,28598.610000,4080.000000,0.310078,1.144169,8.900000,-0.020000,0.238356,0.712329,-0.761644,-0.287671,7.778571,28578.778580,28593.772508,28561.682492,1.000311,0.000311,-0.103297,0.001123,0.000137,69.268106,28574.021347,0.000000,1.112029,1.000000,0.000000,0.000000,1.000000,0.000000,151.410000
2019.12.30 01:55,28674.350000,28674.350000,28670.600000,28670.600000,1080.000000,0.350000,0.648780,4.750000,-0.020000,0.000000,1.000000,-1.000000,0.000000,7.321429,28659.845347,28681.944024,28618.270976,1.000166,0.000166,-0.433071,0.002222,0.000079,57.119414,28678.251552,0.000000,0.512195,1.000000,0.000000,0.000000,0.000000,0.000000,-28.170000
2019.12.30 19:20,28550.350000,28558.850000,28546.350000,28547.350000,3555.000000,0.454545,0.194220,3.000000,-0.020000,0.680000,0.920000,-0.320000,-0.080000,15.446429,28516.056162,28549.871799,28448.103201,1.000105,0.000105,0.163666,0.003569,0.000222,60.388913,28586.768290,0.000000,0.194220,1.000000,0.000000,0.000000,1.000000,0.000000,-19.180000
2020.01.03 14:30,28589.350000,28601.850000,28589.350000,28595.100000,3855.000000,0.403846,-0.291391,-5.500000,-0.020000,1.000000,0.540000,0.000000,-0.460000,18.875000,28552.385824,28587.443916,28480.106084,0.999808,-0.000192,-0.197711,0.003759,0.000352,61.837949,28619.995369,0.000000,0.304636,1.000000,0.000000,0.000000,1.000000,0.000000,0.630000
2020.01.06 06:05,28535.850000,28542.850000,28535.600000,28541.850000,1180.000000,0.272727,-0.795455,-5.000000,-0.020000,0.965517,0.137931,-0.034483,-0.862069,6.285714,28525.999225,28539.412566,28503.987434,0.999825,-0.000175,-0.346260,0.001242,0.000121,62.371403,28563.839309,0.000000,0.954545,1.000000,0.000000,0.000000,0.000000,0.000000,-49.820000
2020.01.06 12:20,28476.600000,28483.600000,28476.100000,28481.600000,2555.000000,0.040816,-0.273878,-4.250000,-0.020000,0.933333,0.266667,-0.066667,-0.733333,15.517857,28457.124109,28487.908185,28385.066815,0.999851,-0.000149,-0.481744,0.003614,0.000184,57.725166,28508.304316,0.000000,0.322209,1.000000,0.000000,0.000000,0.000000,0.000000,-19.070000
2020.01.07 02:50,28721.100000,28724.850000,28708.100000,28711.100000,4280.000000,0.818182,0.919872,10.250000,-0.020000,0.223881,0.820896,-0.776119,-0.179104,11.142857,28681.602283,28705.434693,28654.615307,1.000357,0.000357,1.189258,0.001772,0.000193,69.170534,28631.238187,0.000000,0.897436,1.000000,0.000000,0.000000,1.000000,0.000000,-12.480000
2020.01.07 09:25,28743.600000,28750.600000,28740.600000,28749.350000,2530.000000,0.673913,-0.568182,-6.250000,-0.020000,0.700000,0.125000,-0.300000,-0.875000,11.000000,28738.532636,28762.328313,28707.846687,0.999783,-0.000217,0.074310,0.001896,0.000117,57.647968,28714.818932,0.000000,0.522727,1.000000,0.000000,0.000000,0.000000,0.000000,-49.850000
2020.01.07 22:25,28637.350000,28643.850000,28635.350000,28642.350000,2605.000000,0.590909,-0.369501,-4.500000,-0.020000,0.764706,0.176471,-0.235294,-0.823529,12.178571,28612.749756,28634.130736,28580.519264,0.999843,-0.000157,-0.306258,0.001874,0.000205,65.311392,28635.853193,0.000000,0.410557,1.000000,0.000000,0.000000,1.000000,0.000000,-49.620000
2020.01.08 03:55,28329.350000,28339.100000,28296.850000,28330.100000,14405.000000,0.447674,0.005952,0.250000,-0.020000,0.230769,0.213018,-0.769231,-0.786982,42.000000,28263.388128,28318.566330,28127.033670,1.000009,0.000009,0.373867,0.006777,0.000584,57.005181,28446.868924,0.000000,0.017857,1.000000,0.000000,0.000000,1.000000,0.000000,16.480000
2020.01.08 09:15,28445.850000,28456.850000,28443.350000,28453.600000,5730.000000,0.043956,-0.422590,-7.750000,-0.020000,0.814815,0.240741,-0.185185,-0.759259,18.339286,28409.036279,28443.442373,28355.332627,0.999728,-0.000272,-0.395570,0.003101,0.000354,67.064366,28420.696069,0.000000,0.422590,1.000000,0.000000,0.000000,1.000000,0.000000,207.880000
2020.01.09 06:50,28838.850000,28839.850000,28836.350000,28837.850000,1004.000000,0.833333,0.000000,0.000000,-0.020000,0.285714,0.571429,-0.714286,-0.428571,5.178571,28824.121293,28837.638240,28800.661760,1.000000,0.000000,-0.285409,0.001283,0.000095,65.457688,28802.858994,0.000000,0.193103,1.000000,0.000000,0.000000,1.000000,0.000000,50.570000
2020.01.10 12:25,29032.100000,29037.100000,29031.600000,29032.100000,1605.000000,0.470588,-0.146214,-1.000000,-0.020000,0.909091,0.909091,-0.090909,-0.090909,6.839286,29026.126937,29037.913167,29005.111833,0.999966,-0.000034,0.103093,0.001130,0.000071,56.435232,29024.879251,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-39.100000
2020.01.13 01:30,28866.350000,28867.600000,28863.600000,28866.350000,1205.000000,0.250000,0.000000,0.000000,-0.020000,0.312500,0.312500,-0.687500,-0.687500,12.235714,28843.919862,28870.425734,28791.364266,1.000000,0.000000,-0.488323,0.002741,0.000181,58.060224,28898.081400,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,28.220000
2020.01.13 15:30,28933.600000,28937.600000,28932.350000,28937.600000,1830.000000,0.465116,-0.348754,-3.500000,-0.020000,0.761905,0.000000,-0.238095,-1.000000,10.035714,28916.986800,28933.401885,28882.998115,0.999879,-0.000121,-0.512650,0.001743,0.000134,63.859320,28916.011680,0.000000,0.398577,1.000000,0.000000,0.000000,1.000000,0.000000,-49.600000
2020.01.13 23:05,28909.850000,28913.850000,28902.850000,28911.850000,4405.000000,0.258065,-0.049123,-0.500000,-0.020000,0.363636,0.181818,-0.636364,-0.818182,10.178571,28888.297718,28904.725000,28869.825000,0.999983,-0.000017,-0.106491,0.001208,0.000155,68.033804,28891.415087,0.000000,0.196491,1.000000,0.000000,0.000000,1.000000,0.000000,16.950000
2020.01.14 11:40,28917.100000,28929.850000,28910.100000,28910.100000,5930.000000,0.952381,0.388503,7.000000,-0.020000,0.645570,1.000000,-0.354430,0.000000,18.017857,28865.227628,28913.450482,28784.999518,1.000242,0.000242,0.780781,0.004450,0.000268,67.064397,28895.499239,0.000000,0.388503,1.000000,0.000000,0.000000,1.000000,0.000000,-22.980000
2020.01.15 03:50,28938.100000,28950.100000,28938.100000,28949.100000,2305.000000,0.694915,-1.062069,-11.000000,-0.020000,1.000000,0.083333,0.000000,-0.916667,10.357143,28933.700992,28951.415561,28903.684439,0.999620,-0.000380,-0.106589,0.001650,0.000154,58.475400,28947.272493,0.000000,1.062069,1.000000,0.000000,0.000000,0.000000,0.000000,-49.800000
2020.01.15 08:05,28911.350000,28917.100000,28910.100000,28916.100000,2355.000000,0.238095,-0.746193,-5.250000,-0.020000,0.821429,0.142857,-0.178571,-0.857143,7.035714,28907.458983,28916.040300,28895.109700,0.999818,-0.000182,-0.203046,0.000724,0.000079,59.700689,28920.942813,0.000000,0.675127,1.000000,0.000000,0.000000,0.000000,0.000000,14.200000
2020.01.15 16:45,29004.100000,29023.600000,28996.100000,29004.600000,9080.000000,0.648000,0.046396,1.000000,-0.020000,0.709091,0.690909,-0.290909,-0.309091,21.553571,28934.838359,28983.850483,28880.249517,1.000034,0.000034,-0.336257,0.003580,0.000377,74.153182,28936.924532,0.000000,0.023198,1.000000,1.000000,0.000000,1.000000,0.000000,37.040000
2020.01.16 01:15,29105.850000,29113.350000,29105.600000,29111.100000,1980.000000,0.405405,-0.386740,-4.750000,-0.020000,0.967742,0.290323,-0.032258,-0.709677,12.282143,29072.504573,29124.366914,28987.773086,0.999837,-0.000163,-0.232558,0.004698,0.000276,68.201740,29048.488822,0.000000,0.427450,1.000000,0.000000,0.000000,0.000000,0.000000,196.940000
2020.01.20 13:25,29309.100000,29312.100000,29307.850000,29311.350000,1005.000000,0.500000,-0.449799,-2.000000,-0.020000,0.705882,0.176471,-0.294118,-0.823529,4.446429,29301.665642,29312.334660,29289.890340,0.999932,-0.000068,0.732759,0.000766,0.000078,62.105172,29316.411079,0.000000,0.506024,1.000000,0.000000,0.000000,0.000000,0.000000,20.640000
2020.01.21 19:05,29334.350000,29338.350000,29327.350000,29336.600000,3430.000000,0.090909,-0.135484,-2.250000,-0.020000,0.363636,0.159091,-0.636364,-0.840909,16.607143,29303.785506,29344.743242,29240.056758,0.999923,-0.000077,0.245009,0.003572,0.000251,67.461313,29277.613608,0.000000,0.135484,1.000000,0.000000,0.000000,0.000000,0.000000,-35.990000
2020.01.22 20:40,29288.600000,29291.600000,29275.600000,29275.600000,4255.000000,0.075000,0.777778,12.000000,-0.020000,0.187500,1.000000,-0.812500,0.000000,15.428571,29244.563798,29282.087134,29179.112866,1.000410,0.000410,-0.022962,0.003521,0.000246,64.737602,29273.641912,0.000000,0.842593,1.000000,0.000000,0.000000,1.000000,0.000000,-49.820000
2020.01.23 09:40,29163.350000,29163.600000,29157.350000,29159.600000,2505.000000,0.366667,0.298361,3.250000,-0.020000,0.040000,0.640000,-0.960000,-0.360000,10.892857,29138.473382,29157.252189,29108.147811,1.000111,0.000111,-0.345953,0.001685,0.000143,64.803317,29157.074909,0.000000,0.344262,1.000000,0.000000,0.000000,1.000000,0.000000,-40.520000
2020.01.24 06:30,29213.600000,29213.850000,29205.600000,29206.600000,1655.000000,0.375000,1.370629,7.000000,-0.020000,0.030303,0.878788,-0.969697,-0.121212,5.107143,29194.827279,29204.011831,29183.463169,1.000240,0.000240,1.631161,0.000704,0.000088,67.231107,29177.086611,0.000000,1.370629,1.000000,0.000000,0.000000,1.000000,0.000000,23.320000
2020.01.24 22:30,29010.600000,29031.600000,29009.600000,29024.600000,9330.000000,0.125000,-0.386778,-14.000000,-0.020000,0.954545,0.318182,-0.045455,-0.681818,36.196429,28970.722179,29040.361612,28839.113388,0.999518,-0.000482,-0.214646,0.006947,0.000426,60.793151,29076.876791,0.000000,0.386778,1.000000,0.000000,0.000000,0.000000,0.000000,-49.430000
2020.01.28 01:55,28605.350000,28616.100000,28603.100000,28616.100000,3105.000000,0.785714,-0.675024,-10.000000,-0.020000,0.826923,0.000000,-0.173077,-1.000000,14.814286,28582.292616,28617.984155,28516.455845,0.999651,-0.000349,0.127042,0.003552,0.000226,64.491617,28596.919446,0.000000,0.725651,1.000000,0.000000,0.000000,0.000000,0.000000,25.250000
2020.01.28 14:10,28625.850000,28644.850000,28624.850000,28643.350000,5255.000000,0.533333,-0.763240,-17.500000,-0.020000,0.950000,0.075000,-0.050000,-0.925000,22.928571,28613.894080,28645.199665,28568.225335,0.999389,-0.000611,-0.233406,0.002690,0.000271,57.674084,28636.387870,0.000000,0.763240,1.000000,0.000000,0.000000,0.000000,0.000000,-15.660000
2020.01.29 03:30,28803.350000,28815.600000,28799.350000,28806.350000,5430.000000,0.584416,-0.224969,-3.250000,-0.020000,0.753846,0.569231,-0.246154,-0.430769,14.446429,28753.067660,28786.426304,28702.648696,0.999887,-0.000113,-0.297542,0.002914,0.000372,70.303187,28749.513577,0.000000,0.207664,1.000000,1.000000,0.000000,1.000000,0.000000,-16.570000
2020.01.30 15:45,28594.850000,28621.600000,28587.850000,28602.850000,7905.000000,0.577982,-0.406452,-9.000000,-0.020000,0.792593,0.555556,-0.207407,-0.444444,22.142857,28568.767112,28604.147491,28519.627509,0.999685,-0.000315,-0.059488,0.002958,0.000330,62.233349,28586.134187,0.000000,0.361290,1.000000,0.000000,0.000000,0.000000,0.000000,11.470000
2020.01.30 21:30,28630.850000,28647.850000,28630.850000,28633.850000,5905.000000,0.475000,-0.103017,-2.500000,-0.020000,1.000000,0.823529,0.000000,-0.176471,24.267857,28600.175065,28642.178208,28527.021792,0.999913,-0.000087,-0.088735,0.004026,0.000292,59.159231,28599.106503,0.000000,0.123620,1.000000,0.000000,0.000000,0.000000,0.000000,71.040000
2020.03.02 03:35,25526.350000,25541.350000,25331.100000,25347.600000,44755.000000,0.844371,3.210019,178.500000,-0.020000,0.071344,0.921522,-0.928656,-0.078478,55.607143,25193.008694,25290.420099,25031.829901,1.007042,0.007042,1.190651,0.010264,0.001097,65.081016,25176.778339,0.000000,3.214515,1.000000,0.000000,0.000000,1.000000,0.000000,6.350000
2020.03.02 16:10,25579.600000,25609.850000,25548.850000,25574.350000,27730.000000,0.689394,0.090141,8.000000,-0.020000,0.495902,0.581967,-0.504098,-0.418033,88.750000,25341.742127,25497.062007,25130.562993,1.000313,0.000313,-0.273228,0.014462,0.001728,65.341145,25448.754660,0.000000,0.059155,1.000000,0.000000,0.000000,1.000000,0.000000,98.630000
2020.03.03 09:10,26545.850000,26565.100000,26519.350000,26558.350000,15805.000000,0.235158,-0.242685,-12.500000,-0.020000,0.420765,0.147541,-0.579235,-0.852459,51.507143,26448.387904,26552.371398,26304.403602,0.999529,-0.000471,-0.278311,0.009376,0.000862,64.325434,26458.364255,0.000000,0.242685,1.000000,0.000000,0.000000,0.000000,0.000000,-9.920000
2020.03.03 16:40,26566.600000,26591.850000,26461.350000,26591.850000,37030.000000,0.891267,-0.277642,-22.250000,-0.020000,0.193487,0.000000,-0.806513,-1.000000,80.139286,26632.704590,26765.374963,26436.680037,0.999163,-0.000837,-0.370131,0.012342,0.000360,46.625610,26618.315027,0.000000,0.315076,0.000000,0.000000,0.000000,0.000000,0.000000,9.040000
2020.03.04 02:20,26001.700000,26027.000000,25954.200000,25964.000000,19785.000000,0.446154,0.568426,36.700000,-0.020000,0.347527,0.865385,-0.652473,-0.134615,64.564286,25885.835687,25973.178560,25748.361440,1.001413,0.001413,-0.010008,0.008685,0.000796,54.970993,26146.756062,0.000000,0.583914,1.000000,0.000000,0.000000,1.000000,0.000000,50.020000
2020.03.05 07:25,26836.850000,26844.850000,26830.850000,26844.850000,5330.000000,0.051282,-0.400000,-8.000000,-0.020000,0.571429,0.000000,-0.428571,-1.000000,20.000000,26801.254752,26834.032866,26738.942134,0.999702,-0.000298,-0.216752,0.003548,0.000365,62.930714,26793.777200,0.000000,0.400000,1.000000,0.000000,0.000000,1.000000,0.000000,-49.380000
2020.03.05 18:30,26590.200000,26637.700000,26537.700000,26550.200000,28835.000000,0.722222,0.539897,40.500000,-0.020000,0.475000,0.875000,-0.525000,-0.125000,75.014286,26462.278832,26608.618893,26239.866107,1.001525,0.001525,0.178141,0.013935,0.000914,59.210170,26516.697080,0.000000,0.533232,1.000000,0.000000,0.000000,0.000000,0.000000,-47.470000
2020.03.06 08:25,25878.000000,25908.000000,25875.000000,25896.000000,10105.000000,0.478873,-0.492187,-18.000000,-0.020000,0.909091,0.363636,-0.090909,-0.636364,36.571429,25798.115882,25865.385035,25700.399965,0.999305,-0.000695,-0.372555,0.006395,0.000703,66.104091,25946.073465,0.000000,0.492187,1.000000,0.000000,0.000000,1.000000,0.000000,-49.850000
2020.03.06 17:40,25691.700000,25703.100000,25539.200000,25589.200000,39500.000000,0.481703,0.945121,104.500000,-0.020000,0.069555,0.694936,-0.930445,-0.305064,110.567857,25423.578539,25577.429227,25191.875773,1.004084,0.004084,0.139314,0.015165,0.001709,62.484797,25541.541375,0.000000,0.927033,1.000000,0.000000,0.000000,1.000000,0.000000,-25.440000
2020.03.06 23:00,25871.600000,25994.600000,25830.700000,25846.100000,51930.000000,0.660419,0.173013,21.500000,-0.020000,0.750458,0.906040,-0.249542,-0.093960,124.267857,25529.365740,25765.794416,25156.375584,1.000832,0.000832,0.160317,0.023871,0.002220,68.782989,25541.490262,0.000000,0.205202,1.000000,0.000000,0.000000,1.000000,0.000000,-45.180000
2020.03.10 02:10,24203.100000,24273.600000,24121.600000,24145.100000,41655.000000,0.760976,0.413655,58.250000,-0.020000,0.463816,0.845395,-0.536184,-0.154605,140.817857,23843.884420,24094.955854,23484.094146,1.002413,0.002413,-0.101391,0.025619,0.002460,64.937103,24074.348362,0.000000,0.411880,1.000000,0.000000,0.000000,1.000000,0.000000,19.120000
2020.03.10 11:55,24726.350000,24750.600000,24674.600000,24708.850000,19755.000000,0.555556,0.209041,18.250000,-0.020000,0.319079,0.549342,-0.680921,-0.450658,87.303571,24593.967815,24712.711098,24380.038902,1.000739,0.000739,0.138289,0.013527,0.001130,60.064230,24515.417315,0.000000,0.200450,1.000000,0.000000,0.000000,1.000000,0.000000,-8.110000
2020.03.11 16:45,24292.850000,24408.100000,24234.700000,24292.350000,59260.000000,0.601064,0.031726,2.750000,-0.020000,0.664648,0.667532,-0.335352,-0.332468,86.678571,24229.053967,24363.057034,24028.242966,1.000113,0.000113,-0.012004,0.013819,0.001038,54.561473,24324.030783,0.000000,0.005768,1.000000,0.000000,0.000000,0.000000,0.000000,-47.780000
2020.03.12 07:35,22737.850000,22749.600000,22691.850000,22715.600000,24395.000000,0.206030,0.372230,22.500000,-0.020000,0.203463,0.588745,-0.796537,-0.411255,60.446429,22611.857388,22719.614602,22400.285398,1.000991,0.000991,0.125231,0.014122,0.001063,56.755912,23104.122731,0.000000,0.368095,1.000000,0.000000,0.000000,1.000000,0.000000,-42.830000
2020.03.12 20:10,22563.200000,22849.350000,22391.100000,22632.350000,149215.000000,0.547517,-0.270135,-66.900000,-0.020000,0.624441,0.473541,-0.375559,-0.526459,247.653571,21693.087880,22192.751625,20950.308375,0.997044,-0.002956,0.027970,0.057274,0.007613,76.083818,22031.540028,0.000000,0.279221,1.000000,1.000000,0.000000,1.000000,0.000000,-43.010000
2020.03.13 07:35,20957.600000,20961.350000,20670.850000,20703.100000,35480.000000,0.451485,3.490571,254.500000,-0.020000,0.012909,0.888985,-0.987091,-0.111015,72.910714,20568.936906,20690.608823,20359.166177,1.012293,0.012293,-0.058386,0.016114,0.001712,60.236818,20892.588617,0.000000,3.490571,1.000000,0.000000,0.000000,1.000000,0.000000,31.140000
2020.03.13 20:35,22056.350000,22167.350000,22056.350000,22093.600000,34205.000000,0.578035,-0.290562,-37.000000,-0.020000,1.000000,0.664414,0.000000,-0.335586,127.339286,21792.120265,22105.038848,21321.386152,0.998325,-0.001675,-0.002188,0.035960,0.002830,65.998315,21696.435967,0.000000,0.292526,1.000000,0.000000,0.000000,0.000000,0.000000,29.700000
2020.03.16 18:30,21698.200000,21770.700000,21637.200000,21761.200000,48245.000000,0.830859,-0.305856,-59.500000,-0.020000,0.543071,0.071161,-0.456929,-0.928839,194.535714,21405.377044,21802.957875,20479.437125,0.997265,-0.002735,-0.131659,0.061831,0.003129,59.471626,21770.715323,0.000000,0.323848,1.000000,0.000000,0.000000,0.000000,0.000000,-42.620000
2020.03.17 14:10,20909.200000,20958.700000,20874.700000,20893.200000,35545.000000,0.828125,0.132614,21.500000,-0.020000,0.589286,0.779762,-0.410714,-0.220238,162.125000,20727.835879,21052.783412,20140.286588,1.001029,0.001029,-0.301739,0.044023,0.002666,55.913457,20894.585327,0.000000,0.098689,1.000000,0.000000,0.000000,0.000000,0.000000,-45.170000
2020.03.17 18:30,20663.350000,20778.350000,20644.350000,20653.850000,48805.000000,0.836486,0.048103,9.750000,-0.020000,0.858209,0.929104,-0.141791,-0.070896,202.689286,20433.566789,20739.965233,19858.649767,1.000472,0.000472,-0.034616,0.043131,0.003165,59.412836,20612.879435,0.000000,0.046870,1.000000,0.000000,0.000000,0.000000,0.000000,-0.110000
2020.03.18 06:05,20568.000000,20672.700000,20568.000000,20656.000000,27275.000000,0.230331,-1.098725,-88.000000,-0.020000,1.000000,0.159503,0.000000,-0.840497,80.092857,20496.073128,20659.622622,20255.597378,0.995740,-0.004260,-0.076207,0.019712,0.001826,63.275367,20609.368143,0.000000,1.098725,1.000000,0.000000,0.000000,0.000000,0.000000,-47.860000
2020.03.18 23:05,19877.000000,19935.200000,19635.200000,19930.200000,95795.000000,0.257075,-0.175142,-44.700000,-0.020000,0.194000,0.016667,-0.806000,-0.983333,255.221429,19425.538439,19837.721824,18823.973176,0.997756,-0.002244,-0.247634,0.052186,0.005090,65.763293,19751.278122,0.000000,0.208446,1.000000,0.000000,0.000000,1.000000,0.000000,-3.390000
2020.03.19 09:15,19508.700000,19512.700000,19415.700000,19512.700000,38020.000000,0.047872,-0.073708,-8.000000,-0.020000,0.041237,0.000000,-0.958763,-1.000000,108.535714,19293.730018,19478.474065,19026.675935,0.999590,-0.000410,0.057433,0.023417,0.002540,64.192654,19528.432899,0.000000,0.036854,1.000000,0.000000,0.000000,1.000000,0.000000,-5.970000
2020.03.19 16:25,19736.700000,19786.700000,19722.350000,19768.700000,21275.000000,0.328358,-0.369168,-32.500000,-0.020000,0.777001,0.279720,-0.222999,-0.720280,88.035714,19641.260138,19834.576351,19312.753649,0.998356,-0.001644,0.035028,0.026568,0.001561,62.114233,19649.417788,0.000000,0.363489,1.000000,0.000000,0.000000,0.000000,0.000000,-49.600000
2020.03.19 16:40,19317.200000,19527.200000,19311.700000,19477.700000,68085.000000,0.939944,-1.470675,-159.500000,-0.020000,0.974478,0.229698,-0.025522,-0.770302,108.453571,19647.930211,19881.257939,19325.672061,0.991811,-0.008189,0.411527,0.028277,-0.000123,40.277849,19650.856622,0.000000,1.479896,0.000000,0.000000,0.000000,0.000000,1.000000,41.860000
2020.03.20 04:35,19854.350000,19906.850000,19840.850000,19905.100000,34005.000000,0.682081,-0.559449,-50.750000,-0.020000,0.795455,0.026515,-0.204545,-0.973485,90.714286,19785.201155,19925.985846,19620.564154,0.997450,-0.002550,-0.198562,0.015437,0.001841,59.723448,19833.183770,0.000000,0.559449,1.000000,0.000000,0.000000,0.000000,0.000000,82.340000
2020.03.23 06:15,18413.700000,18455.000000,18394.200000,18455.000000,19995.000000,0.654930,-0.521538,-40.300000,-0.020000,0.679276,0.000000,-0.320724,-1.000000,77.271429,18345.086990,18472.214724,18191.655276,0.997816,-0.002184,-0.509626,0.015293,0.001858,57.418204,18861.769501,0.000000,0.534480,1.000000,0.000000,0.000000,0.000000,0.000000,115.300000
2020.03.23 20:00,18987.850000,19058.600000,18887.850000,18905.850000,49085.000000,0.368110,0.509724,82.000000,-0.020000,0.414348,0.894583,-0.585652,-0.105417,160.871429,18648.640562,18905.182714,18146.182286,1.004337,0.004337,-0.091523,0.040700,0.003319,61.434664,18731.351861,0.000000,0.509724,1.000000,0.000000,0.000000,1.000000,0.000000,-37.770000
2020.03.24 01:20,18852.200000,18994.700000,18831.200000,18854.200000,66105.000000,0.246988,0.106298,10.500000,-0.020000,0.871560,0.859327,-0.128440,-0.140673,98.778571,18645.816630,18861.412058,18370.427942,1.000557,0.000557,0.347569,0.026332,0.002563,61.508086,18659.450012,0.000000,0.020247,1.000000,0.000000,0.000000,0.000000,0.000000,90.210000
2020.03.25 08:10,20740.100000,20879.100000,20651.350000,20662.850000,53530.000000,0.461911,0.907354,78.000000,-0.020000,0.610318,0.949506,-0.389682,-0.050494,85.964286,20542.708431,20689.533425,20369.741575,1.003775,0.003775,0.071028,0.015567,0.001751,58.139790,20527.142512,0.000000,0.898629,1.000000,0.000000,0.000000,1.000000,0.000000,43.550000
2020.03.25 16:25,20978.600000,21057.350000,20956.850000,21021.100000,24605.000000,0.300366,-0.396850,-40.500000,-0.020000,0.783582,0.360697,-0.216418,-0.639303,102.053571,20828.506594,21010.679244,20532.495756,0.998073,-0.001927,-0.322270,0.022958,0.002240,60.687341,20867.398753,0.000000,0.416448,1.000000,0.000000,0.000000,0.000000,0.000000,-4.980000
2020.03.25 16:55,20825.600000,21153.850000,20785.350000,21115.850000,59755.000000,0.903704,-1.972579,-287.750000,-0.020000,0.890773,0.103121,-0.109227,-0.896879,145.875000,20988.510988,21327.041710,20517.358290,0.986371,-0.013629,0.122581,0.038577,0.002121,56.586483,20902.060961,0.000000,1.989717,0.000000,0.000000,0.000000,0.000000,0.000000,42.210000
2020.03.26 03:30,21442.350000,21474.100000,21379.350000,21431.850000,25380.000000,0.558758,0.155631,11.500000,-0.020000,0.335092,0.445910,-0.664908,-0.554090,73.892857,21249.784235,21373.868551,21055.981449,1.000537,0.000537,0.153374,0.014960,0.001581,64.154444,21314.677785,0.000000,0.142098,1.000000,0.000000,0.000000,1.000000,0.000000,-48.810000
2020.03.26 16:10,21256.600000,21272.100000,21145.600000,21197.600000,39105.000000,0.478185,0.452172,58.750000,-0.020000,0.122530,0.588933,-0.877470,-0.411067,129.928571,20941.579918,21184.955359,20609.619641,1.002772,0.002772,0.144928,0.027473,0.002377,66.310058,20959.859242,0.000000,0.454096,1.000000,0.000000,0.000000,1.000000,0.000000,92.370000
